Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,temp_diff,power_proxy,wear_category,high_wear,high_torque,low_speed,strain_index,overheat,failure_mode_count
L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,0,10.2,5.6517,High(151-200),0,0,0,0,0,0
L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,0,10.3,4.8598,High(151-200),0,0,0,0,0,0
L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,0,10.2,7.6728,High(151-200),0,1,1,1,0,0
L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,0,10.1,6.8468,High(151-200),0,1,1,1,0,0
L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,0,10.2,5.8176,High(151-200),0,0,0,0,0,0
M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,1,10.2,6.3284,High(151-200),0,0,0,0,0,0
L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,0,10.2,5.1857,High(151-200),0,0,0,0,0,0
L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,0,10.3,5.721,High(151-200),0,0,0,0,0,0
L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,0,10.1,6.3544,High(151-200),0,0,1,0,0,0
L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,0,10.2,7.0976,High(151-200),0,1,0,0,0,0
L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,0,10.2,5.5255,High(151-200),0,0,0,0,0,0
L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,0,10.2,6.6394,High(151-200),0,0,0,0,0,0
M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,1,10.2,5.9284,High(151-200),0,0,0,0,0,0
L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,0,10.2,6.0583,High(151-200),0,0,0,0,0,0
M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,1,10.1,5.948,High(151-200),0,0,0,0,0,0
L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,0,10.2,7.337,High(151-200),0,1,1,1,0,0
L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,0,10.2,5.1619,High(151-200),0,0,0,0,0,0
M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,1,10.1,7.2348,High(151-200),0,1,1,1,0,0
L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,0,10.1,4.5216,High(151-200),0,0,0,0,0,0
L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,0,10.2,8.2997,Critical(>200),1,1,1,1,0,1
L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,0,10.2,6.6589,Critical(>200),1,0,0,0,0,0
M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,1,10.2,7.1722,Critical(>200),1,1,1,1,0,0
M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,1,10.2,5.3495,Critical(>200),1,0,0,0,0,0
L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,0,10.2,5.5599,Critical(>200),1,0,0,0,0,0
L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,0,10.2,6.9989,Critical(>200),1,0,0,0,0,0
L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,0,10.3,8.1007,Critical(>200),1,1,1,1,0,1
L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,0,10.3,8.2682,Critical(>200),1,1,1,1,0,1
L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,0,10.3,5.6908,Fresh(0-50),0,0,0,0,0,0
M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,1,10.2,6.5394,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,0,10.2,6.0729,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,0,10.2,6.8489,Fresh(0-50),0,1,1,1,0,0
L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,0,10.2,6.0084,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,0,10.2,6.299,Fresh(0-50),0,0,0,0,0,0
L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,0,10.2,8.7804,Fresh(0-50),0,1,1,1,0,0
L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,0,10.0,4.9887,Fresh(0-50),0,0,0,0,0,0
L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,0,10.1,5.8814,Fresh(0-50),0,0,0,0,0,0
M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,1,10.1,9.5014,Fresh(0-50),0,1,1,1,0,1
M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,1,10.1,7.8252,Fresh(0-50),0,1,0,0,0,0
L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,0,10.1,5.5595,Fresh(0-50),0,0,0,0,0,0
M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,1,10.1,4.8717,Fresh(0-50),0,0,0,0,0,0
M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,1,10.1,5.3675,Fresh(0-50),0,0,0,0,0,0
L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,0,10.1,6.9136,Fresh(0-50),0,1,1,1,0,0
L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,0,10.1,5.6485,Fresh(0-50),0,0,0,0,0,0
H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,2,10.1,6.5893,Fresh(0-50),0,0,0,0,0,0
L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,0,10.1,4.3172,Fresh(0-50),0,0,0,0,0,0
H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,2,10.1,4.6743,Fresh(0-50),0,0,0,0,0,0
L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,0,10.0,5.9045,Fresh(0-50),0,0,0,0,0,0
H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,2,10.0,6.3028,Low(51-100),0,0,0,0,0,0
M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,1,10.0,6.2033,Low(51-100),0,0,0,0,0,0
L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,0,10.0,6.2779,Low(51-100),0,0,0,0,0,0
L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,0,9.9,6.8687,Low(51-100),0,0,0,0,0,0
L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,0,9.9,4.9301,Low(51-100),0,0,0,0,0,0
L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,0,10.0,8.0246,Low(51-100),0,1,1,1,0,0
M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,1,9.9,4.8743,Low(51-100),0,0,0,0,0,0
H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,2,10.0,7.8519,Low(51-100),0,1,0,0,0,0
M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,1,10.0,4.9872,Low(51-100),0,0,0,0,0,0
L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,0,10.1,4.457,Low(51-100),0,0,0,0,0,0
M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,1,10.0,6.6625,Low(51-100),0,0,0,0,0,0
L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,0,9.9,6.2146,Low(51-100),0,0,0,0,0,0
M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,1,10.0,7.2484,Low(51-100),0,1,1,1,0,0
L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,0,10.0,6.6143,Low(51-100),0,0,0,0,0,0
L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,0,10.1,4.1235,Low(51-100),0,0,0,0,0,0
L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,0,10.1,5.9108,Low(51-100),0,0,0,0,0,0
L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,0,10.1,5.5241,Low(51-100),0,0,0,0,0,0
L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,0,10.1,5.9726,Low(51-100),0,0,0,0,0,0
H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,2,10.2,6.1201,Low(51-100),0,0,1,0,0,0
L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,0,10.3,7.0221,Medium(101-150),0,0,0,0,0,0
L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,0,10.3,6.8663,Medium(101-150),0,0,0,0,0,0
L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,0,10.3,6.5707,Medium(101-150),0,0,0,0,0,0
L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,0,10.3,5.6196,Medium(101-150),0,0,1,0,0,0
H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,2,10.4,6.53,Medium(101-150),0,0,1,0,0,0
M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,1,10.4,7.3413,Medium(101-150),0,1,1,1,0,0
M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,1,10.5,5.5164,Medium(101-150),0,0,0,0,0,0
L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,0,10.5,6.7486,Medium(101-150),0,0,1,0,0,0
L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,0,10.5,4.5381,Medium(101-150),0,0,0,0,0,0
H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,2,10.6,4.1688,Medium(101-150),0,0,0,0,0,0
M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,1,10.5,5.8414,Medium(101-150),0,0,0,0,0,0
L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,0,10.6,6.505,Medium(101-150),0,0,0,0,0,0
L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,0,10.7,4.9376,Medium(101-150),0,0,0,0,0,0
H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,2,10.6,5.5572,Medium(101-150),0,0,0,0,0,0
M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,1,10.6,6.7368,Medium(101-150),0,0,0,0,0,0
L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,0,10.6,5.0018,Medium(101-150),0,0,0,0,0,0
L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,0,10.6,4.2803,Medium(101-150),0,0,0,0,0,0
L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,0,10.6,6.7765,Medium(101-150),0,1,1,1,0,0
M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,1,10.6,6.0515,High(151-200),0,0,0,0,0,0
L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,0,10.6,6.4498,High(151-200),0,1,1,1,0,0
M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,1,10.6,6.1905,High(151-200),0,0,0,0,0,0
H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,2,10.6,6.6792,High(151-200),0,0,0,0,0,0
M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,1,10.6,6.7097,High(151-200),0,0,0,0,0,0
L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,0,10.7,5.5338,High(151-200),0,0,0,0,0,0
L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,0,10.6,6.9843,High(151-200),0,1,1,1,0,0
M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,1,10.6,7.2147,High(151-200),0,1,1,1,0,0
L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,0,10.5,6.9977,High(151-200),0,0,0,0,0,0
L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,0,10.6,5.9586,High(151-200),0,0,0,0,0,0
L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,0,10.6,5.0109,High(151-200),0,0,0,0,0,0
L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,0,10.6,6.3172,High(151-200),0,0,0,0,0,0
L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,0,10.6,5.4183,High(151-200),0,0,0,0,0,0
H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,2,10.6,6.2,High(151-200),0,0,0,0,0,0
L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,0,10.6,5.166,High(151-200),0,0,0,0,0,0
L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,0,10.7,6.0649,High(151-200),0,0,0,0,0,0
L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,0,10.7,7.568,High(151-200),0,0,0,0,0,0
M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,1,10.7,6.5285,High(151-200),0,0,0,0,0,0
L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,0,10.7,4.9458,High(151-200),0,0,0,0,0,0
L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,0,10.8,6.507,Critical(>200),1,0,0,0,0,0
L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,0,10.8,8.1517,Critical(>200),1,1,1,1,0,1
H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,2,10.8,5.5994,Critical(>200),1,0,0,0,0,0
H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,2,10.8,5.3851,Critical(>200),1,0,0,0,0,0
M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,1,10.8,6.1336,Critical(>200),1,0,1,0,0,0
M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,1,10.8,7.5595,Critical(>200),1,1,1,1,0,0
M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,1,10.7,6.4741,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,0,10.7,5.398,Fresh(0-50),0,0,0,0,0,0
M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,1,10.6,6.8912,Fresh(0-50),0,0,0,0,0,0
L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,0,10.7,4.7434,Fresh(0-50),0,0,0,0,0,0
M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,1,10.6,4.2825,Fresh(0-50),0,0,0,0,0,0
L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,0,10.7,5.0527,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,0,10.7,6.252,Fresh(0-50),0,0,0,0,0,0
M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,1,10.7,5.7758,Fresh(0-50),0,0,0,0,0,0
L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,0,10.7,6.0812,Fresh(0-50),0,0,0,0,0,0
M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,1,10.8,5.2228,Fresh(0-50),0,0,0,0,0,0
L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,0,10.8,7.1625,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,0,10.8,7.0635,Fresh(0-50),0,1,1,1,0,0
M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,1,10.7,3.5374,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,0,10.8,5.4604,Fresh(0-50),0,0,0,0,0,0
M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,1,10.8,6.9054,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,0,10.8,6.5964,Fresh(0-50),0,0,0,0,0,0
L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,0,10.7,5.3674,Fresh(0-50),0,0,0,0,0,0
L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,0,10.7,5.7286,Fresh(0-50),0,0,0,0,0,0
H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,2,10.7,6.4942,Fresh(0-50),0,0,1,0,0,0
M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,1,10.8,5.2294,Fresh(0-50),0,0,0,0,0,0
M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,1,10.8,7.2588,Low(51-100),0,0,0,0,0,0
H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,2,10.8,5.2586,Low(51-100),0,0,0,0,0,0
L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,0,10.7,5.9549,Low(51-100),0,0,0,0,0,0
L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,0,10.7,6.2711,Low(51-100),0,0,0,0,0,0
M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,1,10.8,7.1583,Low(51-100),0,1,1,1,0,0
L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,0,10.8,5.4326,Low(51-100),0,0,0,0,0,0
M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,1,10.7,5.6376,Low(51-100),0,0,0,0,0,0
M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,1,10.7,5.6773,Low(51-100),0,0,0,0,0,0
M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,1,10.8,6.084,Low(51-100),0,0,0,0,0,0
L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,0,10.8,6.15,Low(51-100),0,0,0,0,0,0
H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,2,10.7,5.3064,Low(51-100),0,0,0,0,0,0
L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,0,10.7,7.1975,Low(51-100),0,1,0,0,0,0
L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,0,10.8,8.1326,Low(51-100),0,1,1,1,0,0
L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,0,10.8,8.1463,Low(51-100),0,1,1,1,0,0
M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,1,10.9,6.6468,Low(51-100),0,0,0,0,0,0
M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,1,10.8,6.2924,Low(51-100),0,0,0,0,0,0
L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,0,10.9,6.1587,Low(51-100),0,0,0,0,0,0
H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,2,10.9,5.999,Low(51-100),0,0,0,0,0,0
M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,1,10.8,6.3182,Medium(101-150),0,0,0,0,0,0
L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,0,10.9,6.3992,Medium(101-150),0,0,0,0,0,0
M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,1,10.9,7.6061,Medium(101-150),0,1,1,1,0,0
L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,0,10.9,6.2098,Medium(101-150),0,0,1,0,0,0
L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,0,10.9,6.4432,Medium(101-150),0,0,0,0,0,0
L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,0,10.8,6.0036,Medium(101-150),0,0,0,0,0,0
M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,1,10.8,7.6138,Medium(101-150),0,1,1,1,0,0
M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,1,10.8,8.037,Medium(101-150),0,1,0,0,0,0
L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,0,10.9,5.3997,Medium(101-150),0,0,0,0,0,0
L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,0,10.9,4.9222,Medium(101-150),0,0,0,0,0,0
L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,0,10.8,3.4366,Medium(101-150),0,0,0,0,0,1
L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,0,11.0,6.5401,Medium(101-150),0,0,0,0,0,0
L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,0,11.0,6.7099,Medium(101-150),0,1,1,1,0,0
M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,1,11.1,5.2077,Medium(101-150),0,0,0,0,0,0
L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,0,11.0,4.8044,Medium(101-150),0,0,0,0,0,0
M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,1,11.0,6.7221,Medium(101-150),0,0,1,0,0,0
L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,0,11.1,7.0301,Medium(101-150),0,1,1,1,0,0
L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,0,11.0,7.8994,Medium(101-150),0,1,1,1,0,0
L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,0,11.1,7.3436,Medium(101-150),0,1,0,0,0,0
M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,1,11.1,8.0794,Medium(101-150),0,1,1,1,0,0
L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,0,11.1,7.1395,Medium(101-150),0,0,0,0,0,0
L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,0,11.0,5.9484,High(151-200),0,0,0,0,0,0
M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,1,10.9,6.7713,High(151-200),0,0,0,0,0,0
M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,1,10.9,7.3791,High(151-200),0,1,1,1,0,0
L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,0,10.9,6.384,High(151-200),0,0,0,0,0,0
L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,0,10.9,6.2017,High(151-200),0,0,0,0,0,0
L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,0,10.9,6.6465,High(151-200),0,0,0,0,0,0
M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,1,10.9,5.3684,High(151-200),0,0,0,0,0,0
H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,2,10.9,6.8573,High(151-200),0,0,0,0,0,0
L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,0,11.0,7.2442,High(151-200),0,1,1,1,0,0
L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,0,11.1,3.7162,High(151-200),0,0,0,0,0,0
L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,0,11.0,5.4815,High(151-200),0,0,0,0,0,0
L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,0,11.2,5.6753,High(151-200),0,0,0,0,0,0
L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,0,11.3,7.9712,High(151-200),0,1,1,1,0,0
L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,0,11.3,6.2337,High(151-200),0,0,1,0,0,0
L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,0,11.2,8.1424,High(151-200),0,1,1,1,0,0
L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,0,11.2,7.8203,High(151-200),0,1,0,0,0,0
M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,1,11.1,7.0534,High(151-200),0,0,0,0,0,0
M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,1,11.2,6.667,High(151-200),0,0,0,0,0,0
L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,0,11.2,6.3096,High(151-200),0,0,0,0,0,0
M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,1,11.1,6.9207,High(151-200),0,0,0,0,0,0
L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,0,11.2,6.6288,Critical(>200),1,0,0,0,0,0
L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,0,11.1,7.0054,Critical(>200),1,1,1,1,0,0
L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,0,11.0,5.6826,Critical(>200),1,0,0,0,0,0
L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,0,11.0,5.4042,Critical(>200),1,0,0,0,0,0
L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,0,10.9,6.7718,Critical(>200),1,0,0,0,0,0
L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,0,11.1,5.9174,Critical(>200),1,0,0,0,0,0
L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,0,11.0,7.313,Critical(>200),1,1,1,1,0,0
L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,0,11.0,3.9867,Fresh(0-50),0,0,0,0,0,0
M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,1,11.0,6.004,Fresh(0-50),0,0,0,0,0,0
M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,1,11.0,5.3947,Fresh(0-50),0,0,1,0,0,0
M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,1,11.0,5.3961,Fresh(0-50),0,0,0,0,0,0
L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,0,11.0,7.7049,Fresh(0-50),0,1,1,1,0,0
L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,0,11.0,6.8217,Fresh(0-50),0,0,0,0,0,0
L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,0,11.1,6.843,Fresh(0-50),0,0,0,0,0,0
M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,1,11.1,5.0386,Fresh(0-50),0,0,0,0,0,0
L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,0,11.1,7.0571,Fresh(0-50),0,0,0,0,0,0
M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,1,11.0,6.6106,Fresh(0-50),0,0,0,0,0,0
M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,1,11.0,6.1629,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,0,11.1,7.8805,Fresh(0-50),0,1,1,1,0,0
L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,0,11.1,6.2002,Fresh(0-50),0,0,0,0,0,0
L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,0,11.0,6.3442,Fresh(0-50),0,0,0,0,0,0
M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,1,10.9,6.0943,Fresh(0-50),0,0,0,0,0,0
M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,1,10.9,4.5861,Fresh(0-50),0,0,0,0,0,0
M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,1,11.0,6.9461,Fresh(0-50),0,0,0,0,0,0
L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,0,10.9,6.441,Fresh(0-50),0,0,0,0,0,0
L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,0,11.0,5.7168,Fresh(0-50),0,0,0,0,0,0
L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,0,11.0,6.2003,Fresh(0-50),0,0,0,0,0,0
L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,0,11.0,7.3299,Fresh(0-50),0,1,1,1,0,0
M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,1,10.9,5.5614,Low(51-100),0,0,0,0,0,0
L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,0,11.1,5.7014,Low(51-100),0,0,1,0,0,0
H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,2,11.0,6.7973,Low(51-100),0,0,1,0,0,0
L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,0,11.1,9.0093,Low(51-100),0,1,1,1,0,1
H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,2,11.1,6.9374,Low(51-100),0,0,0,0,0,0
L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,0,11.0,6.1623,Low(51-100),0,0,0,0,0,0
L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,0,11.1,5.0129,Low(51-100),0,0,0,0,0,0
L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,0,11.1,5.9296,Low(51-100),0,0,0,0,0,0
M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,1,11.1,8.6306,Low(51-100),0,1,1,1,0,0
L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,0,11.1,7.2968,Low(51-100),0,0,0,0,0,0
